Entity;Type;tvb:type;Superclass(es);tvb:mathematical_notation;is_CVAR_of;is_argument_of;is_VOI_of;surrogate;has_state_variable;is_derivative_of;has_argument;equals;depends_on;is_boolean_of;has_function;is_coefficient_of;regional_surrogate;is_parameter_of;is_state_variable_of;surrogate_of;has_derivative;has_parameter;contains;is_function_of;owl:topObjectProperty;is_a;has_range;has_default;identifier;publicMeSHNote;dc:description;tvb:sourcecode;tvb:dynamicalConfiguration;tvb:fullName;tvb:category;tvb:GO_ID;tvb:tuto;tvb:expression;tvb:wiki;tvb:acronym;tvb:unit;tvb:documentation;tvb:references;tvb:equation;tvb:dynamicsExploration;tvb:functionType;tvb:shortName;tvb:synonym;rdfs:label;skos:definition;
a_E_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Excitability Scaling	Transfer Sigmoid Function Properties;a_E;;;;;;;;;;;;I_E_RWW_EI;;H_E_RWW_EI;;;;;;;;;;310;;;;;;;Parameter;;;;;;nC^-1;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;Scaling factor;;a_E_RWW_EI;Slope (or gain) parameter of the sigmoid function HE_RWW_EI (Deco et al., 2014).;
W_E_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Input Scaling;W_E;;;;;;;;;;;;I_0_RWW_EI;;I_E_RWW_EI;;;;;;;;;;1;;;;;;;Parameter;;;;;;;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;;;W_E_RWW_EI;Excitatoty scaling parameter of the effective external input (Deco et al., 2014).;
W_I_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Input Scaling;W_I;;;;;;;;;;;;I_0_RWW_EI;;I_I_RWW_EI;;;;;;;;;;0.7;;;;;;;Parameter;;;;;;;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;;;W_I_RWW_EI;Inhibitory scaling parameter of the effective external input (Deco et al., 2014).;
J_NMDA_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Internal Coupling;J_{NMDA};;;;;;;;;;;;Global Connectivity	S_E_RWW_EI;;I_I_RWW_EI	I_E_RWW_EI;;;;;;;;;;;;;;;;;Parameter;;;;;;;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;;J_N;J_NMDA_RWW_EI;Excitatory synaptic coupling parameter (Deco et al., 2014).;
J_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Internal Coupling;J;;;;;;;;;;;;S_I_RWW_EI;;I_E_RWW_EI;;;;;;;;;;1;;;;;;;Parameter;;;;;;;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;;;J_RWW_EI;Local feedback inhibitory synaptic coupling to the excitatory population firing rate IE (Deco et al., 2014).;
wp_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Internal Coupling;wp;;;;;;;;;;;;S_E_RWW_EI;;I_E_RWW_EI;;;;;;;;;;1.4;;;;;;;Parameter;;;;;;;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;E-E coupling;;wp_RWW_EI;Local excitatory recurrent parameter (Deco et al., 2014).;
gamma_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Scaling Coefficient;\gamma;;;;;;;;;;;;S_E_RWW_EI	H_E_RWW_EI;;Sdot_E_RWW_EI;;;;;;;;;;"0.641/1000""""";;;;;;;Parameter;;;;;;;;"(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.

Note:
- The factor 1000 in the default value of gamma allow to express the system in ms.";;;;;;gamma_RWW_EI;Kinetic parameter (Deco et al., 2014).;
d_E_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Scaling Coefficient	Transfer Sigmoid Function Properties;d_E;;;;;;;;;;;;I_E_RWW_EI;;H_E_RWW_EI;;;;;;;;;;0.16;;;;;;;Parameter;;;;;;s;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;Scaling Factor;;d_E_RWW_EI;Scaling parameter of the sigmoid function HE_RWW_EI (Deco et al., 2014).;
d_I_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Scaling Coefficient	Transfer Sigmoid Function Properties;d_I;;;;;;;;;;;;I_I_RWW_EI;;H_I_RWW_EI;;;;;;;;;;87;;;;;;;Parameter;;;;;;s;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;Scaling Factor;;d_I_RWW_EI;Scaling parameter of the sigmoid function HI_RWW_EI (Deco et al., 2014).;
b_E_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Spiking Rate Threshold	Transfer Sigmoid Function Properties;b_E;;;;;;;;;;;;;;H_E_RWW_EI;;;;;;;;;;125;;;;;;;Parameter;;;;;;Hz;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;;;b_E_RWW_EI;Shift parameter of the sigmoid function HE_RWW_EI (Deco et al., 2014).;
b_I_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Spiking Rate Threshold	Transfer Sigmoid Function Properties;b_I;;;;;;;;;;;;;;H_I_RWW_EI;;;;;;;;;;177;;;;;;;Parameter;;;;;;Hz;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;;;b_I_RWW_EI;Shift parameter of the sigmoid function HI_RWW_EI (Deco et al., 2014).;
H_E_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Spiking Rate;H_E;;;;;;;I_E_RWW_EI;;;;;;;;;;;d_E_RWW_EI	b_E_RWW_EI	a_E_RWW_EI;;Sdot_E_RWW_EI;;;;;;;;;;;Derived Variable;;;;;;;;Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;Sigmoid;;;H_E_RWW_EI;"Sigmoid function that computes the averaged firing rate of the excitatory neuron population IE_RWW_EI (Deco et al., 2014; Abbott & Chance, 2005).";
H_I_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Spiking Rate;H_I;;;;;;;I_I_RWW_EI;;;;;;;;;;;b_I_RWW_EI	a_I_RWW_EI	d_I_RWW_EI;;Sdot_I_RWW_EI;;;;;;;;;;;Derived Variable;;;;;;;;"(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.

(Abbott & Chance, 2005) Abbott LF & Chance FS. Drivers and modulators from push-pull and balanced synaptic input. Prog Brain Res, 2005 149, p: 147-155.";;;Sigmoid;;;H_I_RWW_EI;"Sigmoid function that computes the averaged firing rate of the inhibitory neuron population II_RWW (Deco et al., 2014; Abbott & Chance, 2005).";
tau_E_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Time Constant;\tau_E;;;;;;;;;;;;S_E_RWW_EI;;Sdot_E_RWW_EI;;;;;;;;;;100;;;;;;;Parameter;;;;;;ms;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;;tau_NMDA;tau_E_RWW_EI;Kinetic parameter  that represents the decay times for NMDA synapses (Deco et al., 2014).;
tau_I_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Time Constant;\tau_I;;;;;;;;;;;;S_I_RWW_EI;;Sdot_I_RWW_EI;;;;;;;;;;10;;;;;;;Parameter;;;;;;ms;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;;tau_GABA;tau_I_RWW_EI;Kinetic parameter that represents the decay times for GABA synapses (Deco et al., 2014).;
a_I_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Transfer Sigmoid Function Properties;a_I;;;;;;;;;;;;I_I_RWW_EI;;H_I_RWW_EI;;;;;;;;;;615;;;;;;;Parameter;;;;;;nC^-1;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;Scaling Factor;;a_I_RWW_EI;Slope (or gain) parameter of the sigmoid function HI_RWW_EI (Deco et al., 2014).;
I_0_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	Input;I_0;;;;;;;;;;;;;;I_E_RWW_EI	I_I_RWW_EI;;;;;;;;;;382;;;;;;;Parameter;;;;;;nA;;Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;;;I_0_RWW_EI;Effective external input parameter to the excitatory E and inhibitory I population (Deco et al., 2014).;
S_E_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	State-Variable;S_E;;;;;;;;;;;;;;;I_E_RWW_EI	Sdot_E_RWW_EI	I_I_RWW_EI;;Sdot_E_RWW_EI;;;;;;;;;;;;;;State Variable;;;;;;;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;;;S_E_RWW_EI;State-variable of the Reduced WongWang_EI model (Deco et al.,2014), denoting the average excitatory synaptic gating.;
S_I_RWW_EI;Class;NMM_parameter;ReducedWongWang_EI	State-Variable;S_I;;;;;;;;;;;;;;;Sdot_I_RWW_EI	I_I_RWW_EI	I_E_RWW_EI;;Sdot_I_RWW_EI;;;;;;;;;;;;;;State Variable;;;;;;;;(Deco et al., 2014) Deco G, Ponce-Alvarez A, Hagmann P, Romani GL, Mantini D, Corbetta M. How local excitation–inhibition ratio impacts the whole-brain dynamics. J Neurosci, 2014 34(23): 7886-7898.;;;;;;S_I_RWW_EI;State-variable of the Reduced WongWang_EI model (Deco et al.,2014), denoting the average inhibitory synaptic gating.;
r_e_WC;Class;NMM_parameter;Refractory Period	WilsonCowan;r_e;;;;;;;;;;;;E_WC	Se_WC;;Edot_WC;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;Exc. refractory period;;r_e_WC;Excitatory refractory period (Wilson and Cowan, 1972).;
r_i_WC;Class;NMM_parameter;Refractory Period	WilsonCowan;r_i;;;;;;;;;;;;I_WC	Si_WC;;Idot_WC;;;;;;;;;;1.0;;;;;;;;;;;;;;;;;;;Inh. refractory period;;r_i_WC;Inhibitory refractory period (Wilson and Cowan, 1972).;
a_SCF;Class;;Scaling Coupling Function;a;;;;;;;;;;;;;;;;;;;;;;;;0.00390625;;;;;;;;;;;;;;;;;;;;;a_SCF;Linear scaling factor of the coupled (delayed) input.;
a_SIGJR;Class;;Sigmoidal Coupling Function - Jansen and Rit;c_{max};;;;;;;;;;;;;;;;;;;;;;;;0.56;;;;;;;;;;;;;;;;;;;;;a_SIGJR;Scaling of the coupling term;
c_max_cSIGJR;Class;;Sigmoidal Coupling Function - Jansen and Rit;c_{min};;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;c_max_cSIGJR;Maximum of the Sigmoid function;
c_min_cSIGJR;Class;;Sigmoidal Coupling Function - Jansen and Rit;midpoint_c;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;c_min_cSIGJR;minimum of the Sigmoid function;
midpoint_cSIGJR;Class;;Sigmoidal Coupling Function - Jansen and Rit;r;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;midpoint_cSIGJR;Midpoint of the linear portion of the sigmoid;
r_SIGJR;Class;;Sigmoidal Coupling Function - Jansen and Rit;a_c;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;r_SIGJR;The steepness of the sigmoidal transformation;
a_cSIG;Class;;Sigmoidal Coupling Function;a_c;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;a_cSIG;;
c_max_cSIG;Class;;Sigmoidal Coupling Function;c_{max};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c_max_cSIG;;
c_min_cSIG;Class;;Sigmoidal Coupling Function;c_{min};;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c_min_cSIG;;
midpoint_cSIG;Class;;Sigmoidal Coupling Function;midpoint_c;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;midpoint_cSIG;;
sigma_cSIG;Class;;Sigmoidal Coupling Function;\sigma_c;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sigma_cSIG;;
Simulation length;Class;;Simulation Metadata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ms, s, m, h;;;;;;;;Simulation length;The length of a simulation (default in milliseconds).;
Integrator;Class;;Simulation Metadata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Integrator;;
Monitors;Class;;Simulation Metadata;;;;;;;;;;;;;;;;;;;;Data Reduction Monitors	Biophysical Monitors	Raw;;;;;;;;Monitors are the measurement processes applied to the simulated neural activity.;;;;;;;;;;;http://docs.thevirtualbrain.org/api/tvb.simulator.monitors.html#module-tvb.simulator.monitors;;;;;;;Monitors;;
Global Average Monitor;Class;;Space Reduction Monitors;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://docs.thevirtualbrain.org/api/tvb.simulator.monitors.html#tvb.simulator.monitors.GlobalAverage;;;;;;GlobalAverage;Global Average Monitor;"Global Average Monitor averages value for the models variables of interest over all the nodes at each sampling period.


Note:
------
This monitor mainly exists as a conveniencemonitor for quickly checking the global state of a simulation.";
Local Average;Class;;Space Reduction Monitors;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;http://docs.thevirtualbrain.org/api/tvb.simulator.monitors.html#tvb.simulator.monitors.SpatialAverage;;;;;;;Local Average;;
Spatial pattern;Class;;Spatiotemporal Stimulus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spatial pattern;;
Temporal Pattern;Class;;Spatiotemporal Stimulus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Temporal Pattern;;
b_RWW;Class;NMM_parameter;Spiking Rate Threshold	ReducedWongWang	Transfer Sigmoid Function Properties;b;;;;;;;;;;;;;;H_RWW;;;;;;;;;;108;;;;;;;Parameter;;;;;;kHz;;Deco G, Ponce-Alvarez A, Mantini D, Romani GL, Hagmann P, Corbetta M (2013) Resting-State Functional Connectivity Emerges from Structurally and Dynamically Shaped Slow Linear Fluctuations. J Neurosci 33 (27) 11239-52. https://doi.org/10.1523/JNEUROSCI.1091-13.2013;;;;Shift Factor;;b_RWW;"Shift parameter of the sigmoid input-output function H_RWW (Deco et al., 2013).

Note:
------
In the original publication, the parameter b is set in Hz. In TVB, the parameter has been converted in kHz for setting the system in millisecond.";
Spiking Rate Threshold;Class;parameter_type;Spiking Rate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Spiking Rate Threshold;;
Coupling Recording Monitor;Class;;State-Space Reduction Monitors;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AfferentCoupling;Coupling Recording Monitor;Coupling Recording Monitor is a raw monitor that records the models coupling variables of interest for all the integration time steps.;
Selected State-Variables Raw Monitor;Class;;State-Space Reduction Monitors;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;RawVoi;Selected State-Variables Raw Monitor;Selected State-Variables Raw Monitor ia a raw monitor that selects a subset of models state-variables to record.;
sum(product(setOf(A_ik_SJ2D),setOf(xi_k_SJ2D)));Class;NMM_parameter;Stefanescu Jirsa 2D;;;;;;xi_k_SJ2D;;xi_k_SJ2D;;;;;;;;;;;A_ik_SJ2D;;xidot_i_SJ2D;;;;;;;;;;;;;;;;;;;;;;Sum;;;sum(product(setOf(A_ik_SJ2D),setOf(xi_k_SJ2D)));Sum of the product of A_ik_SJ2D and xi_k_SJ2D for all modes k.;
sum(product(setOf(B_ik_SJ2D),setOf(alpha_k_SJ2D)));Class;NMM_parameter;Stefanescu Jirsa 2D;;;;;;alpha_k_SJ2D;;alpha_k_SJ2D;;;;;;;;;;;B_ik_SJ2D;;xidot_i_SJ2D;;;;;;;;;;;;;;;;;;;;;;Sum;;;sum(product(setOf(B_ik_SJ2D),setOf(alpha_k_SJ2D)));Sum of the product of B_ik_SJ2D and alpha_k_SJ2D for all modes k.;
sum(product(setOf(C_ik_SJ2D),setOf(xi_k_SJ2D)));Class;NMM_parameter;Stefanescu Jirsa 2D;;;;;;xi_k_SJ2D;;xi_k_SJ2D;;;;;;;;;;;C_ik_SJ2D;;alphadot_i_SJ2D;;;;;;;;;;;;;;;;;;;;;;Sum;;;sum(product(setOf(C_ik_SJ2D),setOf(xi_k_SJ2D)));Sum of the product of C_ik_SJ2D and xi_k_SJ2D for all modes k.;
A_ik_SJ2D;Class;NMM_parameter;Stefanescu Jirsa 2D;;;;;;;;;;;;;xi_k_SJ2D;;;;;;;;;;;;;;;;;;;Derived parameter;;;;;;;;;;;;;;A_ik_SJ2D;Internal coupling weights from mode k to mode i from excitatory to excitatory subpopulation. Describes the intrinsic connection between the different modes. Is derived from the Gaussian parameter distribution.;
alpha_k_SJ2D;Class;NMM_parameter;Stefanescu Jirsa 2D;;;sum(product(setOf(B_ik_SJ2D),setOf(alpha_k_SJ2D)));;;;;;;;;;;;;sum(product(setOf(B_ik_SJ2D),setOf(alpha_k_SJ2D)));;;;;;;;;;;;;;;;;;;;;;;;;;;;;;alpha_k_SJ2D;Membrane potential of inhibitory population at mode k. Fast state variable.;
B_ik_SJ2D;Class;NMM_parameter;Stefanescu Jirsa 2D;;;;;;;;;;;;;alpha_k_SJ2D;;;;;;;;;;;;;;;;;;;Derived parameter;;;;;;;;;;;;;;B_ik_SJ2D;Internal coupling weights from mode k to mode i from inhibitory to excitatory subpopulation. Describes the intrinsic connection between the different modes. Is derived from the Gaussian parameter distribution.;
C_ik_SJ2D;Class;NMM_parameter;Stefanescu Jirsa 2D;;;;;;;;;;;;;xi_k_SJ2D;;;;;;;;;;;;;;;;;;;Derived parameter;;;;;;;;;;;;;;C_ik_SJ2D;Internal coupling weights from mode k to mode i from excitatory to inhibitory subpopulation. Describes the intrinsic connection between the different modes. Is derived from the Gaussian parameter distribution.;
e_i_SJ2D;Class;NMM_parameter;Stefanescu Jirsa 2D;;;;;;;;;;;;;cub(xi_i_SJ2D);;xidot_i_SJ2D;;;;;;;;;;;;;;;;;Derived parameter;;;;;;;;;;;;;;e_i_SJ2D;Coefficient of the cubic term in the excitatory cubic nullcline at mode i. Is derived from the Gaussian parameter distribution.;
f_i_SJ2D;Class;NMM_parameter;Stefanescu Jirsa 2D;;;;;;;;;;;;;cub(alpha_i_SJ2D);;alphadot_i_SJ2D;;;;;;;;;;;;;;;;;Derived parameter;;;;;;;;;;;;;;f_i_SJ2D;Coefficient of the cubic term in the inhibitory cubic nullcline at mode i. Is derived from the Gaussian parameter distribution.;
